Theme,Opportunity Space,Year Founded,Maturity,Website,Business Description,Funding Stage,Total funding (US$),Region,Country,Company Name,Showing?
CCS and CO2 Reporting,Carbon Footprint Tracking,2006,Existing,https://carboncreditcapital.com,Carbon offset management solutions provider,Unfunded,,North America,USA,Carbon Credit Capital,Yes
CCS and CO2 Reporting,Carbon Footprint Tracking,2014,Emerging,https://exilator.com,Marine exhaust system for ships with proprietary filter,Funded,,North America,USA,Exilator,Yes
CCS and CO2 Reporting,Carbon Footprint Tracking,2010,Existing,https://gridx.com,Financial Operating System for Decentralized Energy Markets,Funded,,North America,USA,GridX,Yes
CCS and CO2 Reporting,Carbon Footprint Tracking,2017,Distant,https://poseidon.eco,Decentralized platform for measuring carbon impacts,Unfunded,,North America,USA,Poseidon Foundation,Yes
CCS and CO2 Reporting,CO2 Trading/Offsetting/Exchange,2019,Distant,https://gocarbondown.com,Developer of a platform to track and offset carbon emissions,Unfunded,,North America,USA,Carbon Down,Yes
CCS and CO2 Reporting,CO2 Trading/Offsetting/Exchange,2017,Existing,https://cleanEnergyblockchain.com,Blockchain-based solution to track & trade Energy,Unfunded,,North America,USA,Clean Energy Blockchain Network,Yes
CCS and CO2 Reporting,CO2 Trading/Offsetting/Exchange,2010,Emerging,https://ethermetrics.com,Smart contracts for Energy and asset management.,Unfunded,,North America,USA,EtherMetrics,Yes
CCS and CO2 Reporting,CO2 Trading/Offsetting/Exchange,2017,Existing,https://globestandard.com,Cryptocurrency for the Energy industry,Unfunded,,North America,USA,Globe Standard,Yes
CCS and CO2 Reporting,CO2 Trading/Offsetting/Exchange,2017,Existing,https://swytch.io,Blockchain-based platform to track Energy,Series A,,North America,USA,Swytch,Yes
CCS and CO2 Reporting,CO2 Trading/Offsetting/Exchange,2015,Emerging,https://transactivegrid.net,Real-time metering of local Energy generation,Unfunded,,North America,USA,Transactive Grid,Yes
CCS and CO2 Reporting,CO2 Trading/Offsetting/Exchange,2016,Emerging,https://voltmarkets.com,Distribution marketplace for Decentralized RECs,Seed,,North America,USA,Volt Markets,Yes
CCS and CO2 Reporting,CO2 Upcycling,2017,Emerging,https://aircompany.com/,Vodka made out of air,Funded,,North America,USA,Air Co.,Yes
CCS and CO2 Reporting,CO2 Upcycling,2016,Emerging,https://carbonfreechem.com,Carbon capture technology to convert flue gases to solid usable products,Funded,,North America,USA,Carbonfree Chemicals,Yes
CCS and CO2 Reporting,CO2 Upcycling,2019,Distant,https://impossiblelabs.io/,Concrete and flexible products made out of CO2,Unfunded,,North America,USA,Impossible Labs,Yes
CCS and CO2 Reporting,CO2 Upcycling,2007,Existing,https://newskyenergy.com,Waste streams to valuable chemicals technology developer,Funded,,North America,USA,New Sky Energy,Yes
CCS and CO2 Reporting,CO2 Upcycling,2018,Distant,https://prometheusfuels.com/,remove carbon dioxide from air and turn it into gasoline,Unfunded,,North America,USA,Prometheus Fuels,Yes
CCS and CO2 Reporting,CO2 Upcycling,2019,Distant,https://skybaron.eco/,Consumer products made out of CO2,Unfunded,,North America,USA,Skybaron,Yes
CCS and CO2 Reporting,CO2 Trading/Offsetting/Exchange,2018,Existing,https://denerga.network,Blockchain-based platform for the Energy industry,Unfunded,,,,Denerga,Yes
CCS and CO2 Reporting,CO2 Trading/Offsetting/Exchange,2017,Existing,https://nrgcoin.com,Blockchain platform for green Energy,Unfunded,,,,NRGcoin,Yes
CCS and CO2 Reporting,CO2 Trading/Offsetting/Exchange,2010,Existing,https://thezeronauts.com,Cryptocurrency designed for reducing carbon emissions,Unfunded,,,,The Zeronauts,Yes
CCS and CO2 Reporting,CO2 Upcycling,2014,Existing,https://infinitreellc.com/,"tool designed to sequester harmful greenhouse gases and repurpose captured CO2 as a feedstock for greenhouse atmosphere enrichment, effectively increasing greenhouse crop yields and resource efficiency while simultaneously reducing CO2 levels in our atmosphere.",Unfunded,,,,Infinitree,Yes
CCS and CO2 Reporting,CO2 Upcycling,2016,Existing,https://soletairpower.fi/,Turn buildings CO2 and H2O in fuel,Funded,,,,Soletair Power,Yes
CCS and CO2 Reporting,CO2 Upcycling,2010,Existing,https://sunfire.de/en/,"Diverse solutions, which includes a Air Carbon Dioxide to fuel offering",Funded,,,,Sunfire,Yes
CCS and CO2 Reporting,CO2 Upcycling,2016,Existing,https://synhelion.com/,Solar tower systems with proprietary high-temperature thermochemical processes for the production of solar fuels,Unfunded,,,,Synhelion,Yes
Data & AI,Fleet Utilization,2016,Existing,https://avancargo.com,Online marketplace for trucks,Seed,1000000,Latin America and the Caribbean,Argentina,Avancargo,Yes
Data & AI,Fleet Utilization,2013,Existing,https://logictracker.com,Provider of fleet management software,Unfunded,,Latin America and the Caribbean,Argentina,LogicTracker,Yes
Data & AI,Freight Orchestration,2013,Existing,https://gencomex.com,Platform to discover and book international freight,Funded,,Latin America and the Caribbean,Argentina,Gencomex,Yes
Data & AI,Trade Digitization and Analytics,2013,Existing,https://fluentcommerce.com,Cloud-based backend management solutions for omnichannel retailers,Series B,22787885,Asia & the Pacific,Australia,Fluent Commerce,Yes
Data & AI,Freight Orchestration,2015,Emerging,https://mizzenit.com,Spot marketplace for containerised shipping,Seed,1000000,Asia & the Pacific,Australia,MizzenIt,Yes
Data & AI,Trade Digitization and Analytics,2016,Emerging,https://incodocs.com,Online platform for creation of shipping documents,Seed,915000,Asia & the Pacific,Australia,Incodocs,Yes
Data & AI,Freight Orchestration,2012,Emerging,https://cargohound.com,Reverse auction based marketplace,Seed,800000,Asia & the Pacific,Australia,Cargohound,Yes
Data & AI,Fleet Utilization,2014,Existing,https://freightexchange.com.au,Instant access to loads and customers,Seed,80000,Asia & the Pacific,Australia,Freight Exchange,Yes
Data & AI,Fleet Utilization,2013,Emerging,https://allotrac.com.au,Provider of transport management solutions for the logistics industry,Unfunded,,Asia & the Pacific,Australia,Allotrac,Yes
Data & AI,Fleet Utilization,2003,Existing,https://bestrane.com.au,Developer and reseller of technology solutions for logistics,Funded,,Asia & the Pacific,Australia,Bestrane,Yes
Data & AI,Fleet Utilization,2017,Existing,https://biarrihealth.com,Staff scheduling and pathology routing solutions for healthcare,Unfunded,,Asia & the Pacific,Australia,Biarri Health,Yes
Data & AI,Fleet Utilization,2017,Emerging,https://gotoblink.com,Transport management solutions for auto transporters,Unfunded,,Asia & the Pacific,Australia,Blink,Yes
Data & AI,Fleet Utilization,2012,Existing,https://cyberfreight.com.au,Software suite for forwarders and brokers,Unfunded,,Asia & the Pacific,Australia,Cyberfreight,Yes
Data & AI,Fleet Utilization,2007,Existing,https://geobox.com.au,"Telematics, GPS tracking and fleet managment solutions",Unfunded,,Asia & the Pacific,Australia,GeoBox,Yes
Data & AI,Fleet Utilization,2017,Emerging,https://goloop.com.au,Develops software for optimizing fleet routes,Unfunded,,Asia & the Pacific,Australia,GoLoop,Yes
Data & AI,Fleet Utilization,2015,Emerging,https://premonition.io,Predictive analytics software for last-mile delivery optimization,Funded,,Asia & the Pacific,Australia,Premonition,Yes
Data & AI,Fleet Utilization,2017,Emerging,https://proroute.co,Platform for route optimisation and planning,Unfunded,,Asia & the Pacific,Australia,ProRoute,Yes
Data & AI,Fleet Utilization,2018,Emerging,https://solbox.it,Provider of transport management solutions,Funded,,Asia & the Pacific,Australia,SolBox,Yes
Data & AI,Fleet Utilization,2016,Emerging,https://tarotrouting.com,Route optimization solution,Unfunded,,Asia & the Pacific,Australia,Tarot Routing,Yes
Data & AI,Fleet Utilization,2003,Existing,https://transfocus.com.au,Software solutions for freight logistics,Unfunded,,Asia & the Pacific,Australia,Transfocus,Yes
Data & AI,Fleet Utilization,2008,Emerging,https://transvirtual.com.au,Transport management solution for transport and freight broker companies,Unfunded,,Asia & the Pacific,Australia,TransVirtual,Yes
Data & AI,Freight Orchestration,2015,Emerging,https://airfreightit.com.au,Online air freight booking,Unfunded,,Asia & the Pacific,Australia,AirFreight IT Australia,Yes
Data & AI,Freight Orchestration,2019,Distant,https://entiresupply.com.au,Online listing platform for freight forwarders,Unfunded,,Asia & the Pacific,Australia,EntireSupply,Yes
Data & AI,Freight Orchestration,2016,Emerging,https://explorate.co,Upcoming online marketplace for ocean transportation,Seed,,Asia & the Pacific,Australia,Explorate,Yes
Data & AI,Freight Orchestration,2013,Emerging,https://freightforwarderquoteonline.com.au,Online freight forwarder,Unfunded,,Asia & the Pacific,Australia,Freight Forwarder Quote Online Australia,Yes
Data & AI,Freight Orchestration,2002,Emerging,https://naviafreight.com,Cloud-based platform providing multi-modal freight forwarding services and supply chain visibility,Unfunded,,Asia & the Pacific,Australia,NAVIA,Yes
Data & AI,Freight Orchestration,2010,Emerging,https://portq.com,Online marketplace for freight transportation services,Unfunded,,Asia & the Pacific,Australia,PortQ,Yes
Data & AI,Trade Digitization and Analytics,2018,Distant,https://cario.com.au,SaaS-based multi-carrier shipping solution,Unfunded,,Asia & the Pacific,Australia,Cario,Yes
Data & AI,Trade Digitization and Analytics,2010,Emerging,https://connectix.com.au,Provider of supply chain management solutions,Unfunded,,Asia & the Pacific,Australia,ConnectiX,Yes
Data & AI,Trade Digitization and Analytics,2019,Distant,https://dereoida.com,Provider of cloud and AI-enabled WMS,Unfunded,,Asia & the Pacific,Australia,dereOida,Yes
Data & AI,Trade Digitization and Analytics,2015,Emerging,https://dlivr.com,Delivery management platform,Unfunded,,Asia & the Pacific,Australia,Dlivr,Yes
Data & AI,Trade Digitization and Analytics,2009,Emerging,https://freighttracker.com.au,Transport and fleet management solution for shippers and carriers,Unfunded,,Asia & the Pacific,Australia,FreightTracker,Yes
Data & AI,Trade Digitization and Analytics,2016,Emerging,https://fulfilio.com.au,Tech-enabled fulfillment services provider,Unfunded,,Asia & the Pacific,Australia,Fulfilio,Yes
Data & AI,Trade Digitization and Analytics,2016,Emerging,https://hub-pod.com,End-to-end delivery management solutions,Unfunded,,Asia & the Pacific,Australia,HUBPOD,Yes
Data & AI,Trade Digitization and Analytics,2012,Emerging,https://intertradedocs.com,Online platform for creation and management of trade documentation,Unfunded,,Asia & the Pacific,Australia,Intertradedocs,Yes
Data & AI,Trade Digitization and Analytics,2016,Emerging,https://kubosystem.com,Warehouse management services,Unfunded,,Asia & the Pacific,Australia,Kubo Systems,Yes
Data & AI,Trade Digitization and Analytics,2008,Existing,https://optimitysoftware.com,Supply chain optimization softwares,Unfunded,,Asia & the Pacific,Australia,Optimity Software,Yes
Data & AI,Trade Digitization and Analytics,2017,Emerging,https://prismapp.com.au,Analytics platform for commercial fleets,Unfunded,,Asia & the Pacific,Australia,Prism,Yes
Data & AI,Trade Digitization and Analytics,2016,Emerging,https://ricemill.co,Cloud-based order and inventory management solutions for multi-channel retailers,Unfunded,,Asia & the Pacific,Australia,Ricemill,Yes
Data & AI,Trade Digitization and Analytics,2018,Distant,https://scripless.io,Blockchain-based logistics solutions,Unfunded,,Asia & the Pacific,Australia,Scripless,Yes
Data & AI,Trade Digitization and Analytics,2012,Emerging,https://totalsuperyacht.com,Provider of yacht management compliance software,Unfunded,,Asia & the Pacific,Australia,Superyacht,Yes
Data & AI,Trade Digitization and Analytics,2015,Emerging,https://tamad.com.au,Software solution for parcel ETA and tracking,Funded,,Asia & the Pacific,Australia,Tamad,Yes
Data & AI,Trade Digitization and Analytics,2016,Emerging,https://yourboatingbuddy.com,Provider of marine tracking,Unfunded,,Asia & the Pacific,Australia,Your Boating Buddy,Yes
Data & AI,Fleet Utilization,2015,Emerging,https://ocean-maps.com,"Provides 3D underwater maps based on high resolution sonar, satellite, and video data",Unfunded,,Europe,Austria,Ocean Maps,Yes
Data & AI,Fleet Utilization,2018,Distant,https://icargos.com,Provider of a cargo management system,Unfunded,,MENA,Azerbaijan,iCargos,Yes
Data & AI,Fleet Utilization,2017,Emerging,https://paribahanhishab.com,Provider of transportation management software,Unfunded,,Asia & the Pacific,Bangladesh,Paribahan Hishab,Yes
Data & AI,Fleet Utilization,2014,Existing,https://shipmentonline.co,Freight order management and planning software,Unfunded,,Asia & the Pacific,Bangladesh,Shipment online,Yes
Data & AI,Freight Orchestration,2016,Emerging,https://cargo-cards.com,Online marketplace for freight transport,Unfunded,,Europe,Belarus,Cargo Cards,Yes
Data & AI,Fleet Utilization,2013,Existing,https://lmssolutions.be,End-to-end software solutions for the logistics industry,Unfunded,,Europe,Belgium,LMS,Yes
Data & AI,Freight Orchestration,2012,Emerging,https://avantida.com,Online booking platform for ocean shipping,Acquired,,Europe,Belgium,Avantida,Yes
Data & AI,Freight Orchestration,2011,Existing,https://teleroute.com,Freight forwarding services,Unfunded,,Europe,Belgium,Teleroute,Yes
Data & AI,Trade Digitization and Analytics,2017,Existing,https://peripass.com,Provider of yard management solutions,Unfunded,,Europe,Belgium,Peripass,Yes
Data & AI,Fleet Utilization,2013,Emerging,https://cargox.com.br,Online marketplace for freight transportation services,Series D,95000000,Latin America and the Caribbean,Brazil,Cargo X,Yes
Data & AI,Freight Orchestration,2013,Emerging,https://lotebox.com,Maritime sales software with focus on utilizing extra container spaces on shipping lines,Seed,100000,Latin America and the Caribbean,Brazil,Lotebox,Yes
Data & AI,Fleet Utilization,2006,Existing,https://centraldefretes.com,Tools for transportation management,Unfunded,,Latin America and the Caribbean,Brazil,Central De Fretes,Yes
Data & AI,Fleet Utilization,2014,Existing,https://sylog.com.br,Provides ERP solutions for logistics,Unfunded,,Latin America and the Caribbean,Brazil,SyLog,Yes
Data & AI,Fleet Utilization,2015,Existing,https://tier-2systems.com,Online software solution for freight forwarders,Unfunded,,Latin America and the Caribbean,Brazil,Tier-2 Systems,Yes
Data & AI,Freight Orchestration,2017,Emerging,https://cheap2ship.com,Online platform for booking multi-modal freight transportation,Funded,,Latin America and the Caribbean,Brazil,Cheap2Ship,Yes
Data & AI,Freight Orchestration,2016,Emerging,https://hub.express,Online multimodal freight transport marketplace,Unfunded,,Latin America and the Caribbean,Brazil,Hub Express,Yes
Data & AI,Freight Orchestration,2015,Emerging,https://ifrete.com,Online marketplace for freight transportation,Unfunded,,Latin America and the Caribbean,Brazil,Ifrete,Yes
Data & AI,Freight Orchestration,2006,Existing,https://temfrete.com,Online loadboard and listings platform,Unfunded,,Latin America and the Caribbean,Brazil,Tem Frete,Yes
Data & AI,Trade Digitization and Analytics,2000,Existing,https://athen.as,Software solutions for port operations,Unfunded,,Latin America and the Caribbean,Brazil,Athenas,Yes
Data & AI,Trade Digitization and Analytics,2016,Existing,https://logone.net,Cloud based terminal operating system,Unfunded,,Latin America and the Caribbean,Brazil,Log.one,Yes
Data & AI,Trade Digitization and Analytics,2015,Existing,https://navalport.com,Software solutions for ports/terminals,Funded,,Latin America and the Caribbean,Brazil,Navalport,Yes
Data & AI,Trade Digitization and Analytics,2000,Existing,https://runtec.com.br,Software solutions for management of logistics operations,Unfunded,,Latin America and the Caribbean,Brazil,RunTec,Yes
Data & AI,Trade Digitization and Analytics,2012,Existing,https://welagos.com,Warehouse management software,Unfunded,,Europe,Bulgaria,Lagos,Yes
